27	1	1	0	2	3	1	0	6.599	7.566	9.033	1
27	1	1	0	2	2	1	1	22.496	0.905	2.262	1
27	1	1	0	2	3	1	0	29.937	1.279	999	1
27	1	1	0	2	2	1	1	37.721	1.436	3.089	1
27	1	1	0	2	3	1	0	45.225	1.825	999	1
27	1	1	0	2	3	1	0	56.426	1.56	3.666	1
27	1	1	0	2	1	1	0	64.257	0.624	999	1
27	1	1	0	2	2	1	1	71.761	1.638	3.229	1
27	1	1	0	2	3	1	1	81.636	0.951	2.355	1
27	1	1	0	2	3	1	1	90.387	1.592	2.886	1
27	1	1	0	2	3	1	0	98.281	1.56	999	1
27	1	1	0	2	1	1	0	108.718	2.995	4.149	1
27	1	1	0	2	1	1	0	119.965	1.56	999	1
27	1	1	0	2	1	1	0	129.107	0.842	5.023	1
27	1	1	0	2	2	1	0	138.28	2.028	999	1
27	1	1	0	2	2	1	1	146.844	1.279	2.855	1
27	1	1	0	2	2	1	0	154.629	2.355	999	1
27	1	1	0	2	3	1	0	163.053	3.182	999	1
27	1	1	0	2	2	1	1	175.611	1.466	2.855	1
27	1	1	0	2	3	1	1	183.333	1.217	2.855	1
27	1	1	0	2	3	1	0	190.353	3.635	999	1
27	1	1	0	2	3	1	1	202.225	1.341	2.808	1
27	1	1	0	2	3	1	0	211.366	1.919	999	1
27	1	1	0	2	3	1	0	219.587	1.202	999	1
27	1	2	0	3	2	1	1	229.665	18.065	19.703	1
27	1	2	0	3	3	1	0	255.967	1.357	999	1
27	1	2	0	3	1	1	0	264.906	1.575	999	1
27	1	2	0	3	1	1	0	274.812	0.608	999	1
27	1	2	0	3	2	1	0	283.298	1.092	999	1
27	1	2	0	3	1	1	0	290.895	0.702	999	1
27	1	2	0	3	2	1	0	297.666	2.371	5.398	1
27	1	2	0	3	3	1	0	309.413	1.965	999	1
27	1	2	0	3	2	1	0	317.665	0.718	4.353	1
27	1	2	0	3	1	1	0	324.186	2.278	999	1
27	1	2	0	3	2	1	0	334.701	1.918	999	1
27	1	2	0	3	2	1	0	344.419	3.464	999	1
27	1	2	0	3	3	1	0	354.185	2.231	4.54	1
27	1	2	0	3	3	1	1	365.292	0.624	3.666	1
27	1	2	0	3	3	1	0	375.994	1.654	999	1
27	1	2	0	3	2	1	0	385.229	1.248	999	1
27	1	2	0	3	2	1	0	394.808	1.653	999	1
27	1	2	0	3	3	1	1	402.998	0.733	2.355	1
27	1	2	0	3	2	1	0	410.236	3.042	999	1
27	1	2	0	3	1	1	1	419.347	1.107	2.621	1
27	1	2	0	3	3	1	1	429.846	1.482	2.979	1
27	1	2	0	3	3	1	0	437.599	3.728	999	1
27	1	2	0	3	1	1	1	447.13	2.184	3.76	1
27	1	2	0	3	3	1	1	457.551	2.528	4.15	1
27	1	3	0	2	3	0	0	467.879	2.745	999	1
27	1	3	0	2	2	0	1	476.927	2.152	3.806	1
27	1	3	0	2	3	0	0	487.956	7.098	999	1
27	1	3	0	2	2	0	1	503.291	2.979	4.898	1
27	1	3	0	2	3	0	0	513.852	2.761	999	1
27	1	3	0	2	3	0	0	524.944	0.702	999	1
27	1	3	0	2	3	0	1	532.182	0.921	2.481	1
27	1	3	0	2	3	0	0	539.608	2.933	999	1
27	1	3	0	2	3	0	0	548.609	1.701	999	1
27	1	3	0	2	1	0	0	559.685	2.184	999	1
27	1	3	0	2	2	0	1	568.125	1.029	2.574	1
27	1	3	0	2	3	0	1	574.958	2.418	4.118	1
27	1	3	0	2	3	0	0	585.613	1.435	999	1
27	1	3	0	2	3	0	0	594.848	1.341	999	1
27	1	3	0	2	2	0	1	602.492	1.607	3.167	1
27	1	3	0	2	3	0	0	612.975	1.342	999	1
27	1	3	0	2	2	0	1	622.569	2.59	4.165	1
27	1	3	0	2	3	0	0	632.74	2.606	999	1
27	1	3	0	2	2	0	1	643.676	0.874	2.683	1
27	1	3	0	2	3	0	0	651.086	3.073	999	1
27	1	3	0	2	2	0	1	660.665	1.06	2.043	1
27	1	3	0	2	3	0	0	667.794	1.903	999	1
27	1	3	0	2	3	0	0	679.073	1.341	999	1
27	1	3	0	2	2	0	1	686.67	0.796	2.527	1
27	1	4	0	1	3	1	0	693.269	5.507	999	1
27	1	4	0	1	2	1	1	707.013	1.606	3.338	1
27	1	4	0	1	3	1	0	716.419	2.2	999	1
27	1	4	0	1	2	1	1	724.921	1.592	3.261	1
27	1	4	0	1	3	1	1	735.389	0.655	2.278	1
27	1	4	0	1	3	1	0	744.281	1.747	999	1
27	1	4	0	1	2	1	0	753.61	1.716	999	1
27	1	4	0	1	2	1	0	763.672	2.044	999	1
27	1	4	0	1	2	1	0	772.252	2.028	999	1
27	1	4	0	1	3	1	0	780.785	6.521	999	1
27	1	4	0	1	1	1	0	793.375	3.385	999	1
27	1	4	0	1	3	1	0	806.136	1.638	999	1
27	1	4	0	1	1	1	1	814.045	3.479	5.101	1
27	1	4	0	1	2	1	0	823.327	4.025	999	1
27	1	4	0	1	3	1	1	835.589	7.098	8.595	1
27	1	4	0	1	2	1	0	850.487	2.152	999	1
27	1	4	0	1	3	1	0	858.942	2.324	999	1
27	1	4	0	1	2	1	0	870.143	0.951	999	1
27	1	4	0	1	3	1	0	879.331	2.028	7.036	1
27	1	4	0	1	1	1	1	888.941	2.028	3.432	1
27	1	4	0	1	2	1	1	899.299	2.153	4.01	1
27	1	4	0	1	3	1	0	907.989	6.068	999	1
27	1	4	0	1	3	1	1	920.562	2.481	3.698	1
27	1	4	0	1	3	1	0	929.111	2.652	999	1
27	1	5	0	3	3	0	1	941.139	1.263	2.511	1
27	1	5	0	3	3	0	0	948.658	2.559	999	1
27	1	5	0	3	3	0	1	957.02	1.903	3.369	1
27	1	5	0	3	3	0	1	967.16	1.419	2.808	1
27	1	5	0	3	3	0	1	976.379	1.654	3.276	1
27	1	5	0	3	3	0	1	984.336	2.152	3.931	1
27	1	5	0	3	3	0	1	995.365	1.856	3.26	1
27	1	5	0	3	3	0	1	1005.458	1.31	2.902	1
27	1	5	0	3	3	0	1	1014.35	3.042	4.633	1
27	1	5	0	3	3	0	1	1025.723	1.591	3.244	1
27	1	5	0	3	3	0	0	1033.85	2.824	999	1
27	1	5	0	3	3	0	1	1043.179	0.702	2.247	1
27	1	5	0	3	3	0	1	1049.95	1.856	3.619	1
27	1	5	0	3	3	0	1	1061.182	1.809	3.447	1
27	1	5	0	3	3	0	1	1069.247	1.919	3.931	1
27	1	5	0	3	3	0	1	1076.969	4.462	5.975	1
27	1	5	0	3	2	0	0	1089.667	1.67	999	1
27	1	5	0	3	3	0	1	1099.137	0.561	4.04	1
27	1	5	0	3	3	0	1	1107.576	2.684	5.024	1
27	1	5	0	3	3	0	1	1119.136	2.044	3.713	1
27	1	5	0	3	3	0	1	1129.432	1.076	2.683	1
27	1	5	0	3	3	0	1	1138.09	1.545	3.198	1
27	1	5	0	3	3	0	1	1147.965	2.34	3.822	1
27	1	5	0	3	3	0	1	1156.841	1.81	3.401	1
27	1	6	0	1	3	0	0	1165.156	2.262	999	1
27	1	6	0	1	3	0	0	1173.487	1.295	999	1
27	1	6	0	1	2	0	0	1184.157	2.028	999	1
27	1	6	0	1	3	0	0	1192.441	2.465	999	1
27	1	6	0	1	2	0	0	1200.709	1.544	3.666	1
27	1	6	0	1	3	0	0	1210.49	1.357	999	1
27	1	6	0	1	3	0	0	1219.647	2.746	999	1
27	1	6	0	1	1	0	1	1228.695	3.729	5.351	1
27	1	6	0	1	2	0	0	1241.3	2.231	999	1
27	1	6	0	1	1	0	1	1251.768	1.794	3.448	1
27	1	6	0	1	2	0	0	1261.144	1.622	999	1
27	1	6	0	1	2	0	0	1271.097	1.341	999	1
27	1	6	0	1	3	0	0	1278.975	0.546	999	1
27	1	6	0	1	3	0	0	1287.648	2.231	999	1
27	1	6	0	1	2	0	0	1295.948	1.996	999	1
27	1	6	0	1	1	0	1	1307.32	28.595	29.859	1
27	1	6	0	1	3	0	1	1342.186	9.017	10.593	1
27	1	6	0	1	3	0	0	1357.006	0.749	999	1
27	1	6	0	1	1	0	1	1365.992	2.761	4.477	1
27	1	6	0	1	3	0	0	1376.553	2.356	999	1
27	1	6	0	1	1	0	1	1385.211	12.09	14.165	1
27	1	6	0	1	3	0	0	1406.178	4.181	999	1
27	1	6	0	1	1	0	1	1418.611	2.387	4.041	1
27	1	6	0	1	3	0	0	1428.58	1.279	999	1
27	2	1	0	1	3	1	0	6.568	1.201	999	1
27	2	1	0	1	3	1	0	16.1	0.655	2.543	1
27	2	1	0	1	2	1	0	23.291	2.886	999	1
27	2	1	0	1	2	1	0	32.683	3.307	999	1
